time,left_command,right_command,left_grip,right_grip,left_motor_speed,right_motor_speed,left_slip,right_slip,effective_v_left,effective_v_right,linear_velocity,angular_velocity,x,y,theta
0.1,0.711541438766307,0.22000860417813356,0.5650175910214715,0.5339264428892937,0.1423082877532614,0.044001720835626715,0.26375677490916555,0.187906123727834,0.10477351273261566,0.03573352803604983,0.07025352038433275,-0.17259996174141456,0.007025352038433275,0.0,-0.017259996174141458
0.2,0.9137436541638764,0.26955106610353297,0.6531530918111623,0.4178783316628422,0.2965953610353844,0.08911158988920798,0.21957125597835989,0.23761531854618106,0.23147154509548995,0.06793731107152717,0.14970442808350856,-0.4088355850599069,0.021993564998786897,-0.00025837695641397514,-0.05814355468013215
0.30000000000000004,0.2212287757470909,0.3590701205493188,0.789930662667714,0.72696488836193,0.28152204397772573,0.14310329602123015,0.0704277790093234,0.12469666102648877,0.26169507167820943,0.12525879282549754,0.19347693225185347,-0.3410906971317797,0.04130856332485238,-0.0013826868780861896,-0.09225262439331013
0.4,0.8475443653422614,0.2051990077424488,0.8834915510996848,0.8188836369929362,0.3947265082506329,0.1555224383654739,0.06806098708290581,0.05542004808457866,0.367861032471306,0.1469033773530284,0.25738220491216723,-0.552394137795694,0.06693733830537535,-0.0037537387653734846,-0.14749203817287954
0.5,0.9657704577654249,0.4692756360901014,0.4556475060280888,0.4580298261000784,0.5089352981535913,0.2182730779103994,0.3874933457610731,0.26847345266415157,0.3117262566961469,0.15967255106016312,0.23569940387815502,-0.38013426408995943,0.09025137402991014,-0.0072175268824921195,-0.18550546458187547
0.6000000000000001,0.8457026186195042,0.7837854293550544,0.7217368548728205,0.9838694583876224,0.5762887622467738,0.3313755481993304,0.17275146682622997,0.011977941127997134,0.47673403325317115,0.32740635139174107,0.4020701923224561,-0.3733192046535752,0.12976856732790548,-0.014633444181858496,-0.222837385047233
0.7000000000000001,0.863523731402396,0.6948158018913968,0.9170241401864664,0.7464112871540572,0.6337357560778982,0.4040635989377437,0.06173628102565888,0.12838856714667365,0.5946112673446647,0.35218645243399854,0.4733988598893316,-0.6060620372766654,0.17593794246071578,-0.025095451890277974,-0.28344358877489956
0.8,0.3823186205212375,0.43151037088168576,0.44787518615417654,0.5396745318166181,0.5834523289665661,0.4095529533265321,0.23411254020416833,0.20867066998025696,0.44685882214416517,0.3240912641634917,0.3854750431538284,-0.3069188949516836,0.21294732760268462,-0.035875781215390215,-0.31413547827006794
0.9,0.7085475554115201,0.4918657431760674,0.6221085802701296,0.5257042184628926,0.6084713742555569,0.42601551129643916,0.211148155465161,0.2530708567980412,0.4799937659281444,0.3182034008433937,0.3990985833857691,-0.4044759127118767,0.2509041517912584,-0.04820770280624436,-0.3545830695412556
1.0,0.7184283081972749,0.6873048045335906,0.5026831889188582,0.8374760787702096,0.6304627610439004,0.47827336994386943,0.27864573316405505,0.08861678280439256,0.45478700276018835,0.43589032259842864,0.4453386626793085,-0.04724170040439929,0.2926676253943126,-0.06366983452787135,-0.3593072395816955
1.1,0.9916186805092762,0.7119998078832743,0.7341698462647878,0.8107685505939248,0.7026939449369756,0.5250186575317504,0.19890398144275173,0.12170253353271197,0.5629253215532973,0.4611225567581931,0.5120239391557452,-0.2545069119877606,0.3406002672412065,-0.08167391707220166,-0.3847579307804716
1.2000000000000002,0.3832384575712835,0.22568019512323023,0.5892718288354492,0.5606445255854217,0.6388028474638372,0.46515096505004633,0.17462049741208896,0.18918456257551225,0.5272547764914431,0.3771515831954759,0.45220317984345954,-0.37525798323991805,0.38251449688434325,-0.09864667501037302,-0.42228372910446343
1.3,0.901094101178135,0.45174230463878234,0.7932631991769281,0.6373791406363986,0.6912610982066968,0.4624692329677935,0.15311866852378694,0.17266480500018,0.5854161192469967,0.38261707303882664,0.48401659614291165,-0.506997615520425,0.4266643294392677,-0.11848383556297833,-0.4729834906565059
1.4000000000000001,0.411904133198442,0.3973020061551868,0.7368208804978904,0.5576449651137612,0.6353897052050458,0.4494357876052722,0.12569900229735276,0.21891884292723088,0.5555218531907624,0.3510458250126373,0.4532838391016999,-0.5111900704453127,0.4670162524192579,-0.13913292028179078,-0.5241024977010372
1.5,0.5195204041123178,0.3754566073258267,0.9985225638970662,0.7057157762058788,0.6122158449865002,0.4346399515493831,0.0,0.11436630465732778,0.6122158449865002,0.3849317864342402,0.4985738157103702,-0.5682101463806499,0.5101814488160652,-0.16408335749529535,-0.5809235123391022
1.6,0.28771930428052733,0.7019568333624722,0.8752476186177784,0.6532959800798104,0.5473165368453056,0.48810332791200095,0.03432429001219747,0.19662447981120465,0.5285302853061558,0.3921302649671859,0.4603302751366708,-0.34100005084742463,0.5486630429457731,-0.189346107450723,-0.6150235174238446
1.7000000000000002,0.9968971041920776,0.6232914760793096,0.9826470265681709,0.9164678213406988,0.6372326503146599,0.5151409575454626,0.0,0.05471448434686872,0.6372326503146599,0.4869552856874104,0.5620939680010352,-0.37569341156812375,0.5945726230241231,-0.22177767765108583,-0.6525928585806571
1.8,0.7453682952212599,0.6295762643270362,0.5600951139715257,0.7845770791478848,0.6588597792959799,0.5380280189017773,0.24759001473579598,0.11626754938659617,0.495732676831265,0.47547281964274246,0.4856027482370037,-0.05064964297130631,0.6331543422273037,-0.2512658317859284,-0.6576578228777877
